,Tempo,MFCC average,MFCC variance,Spectral centroid average,Spectral centroid variance,Spectral bandwidth average,Spectral bandwidth variance,Spectral roll-off average,Spectral roll-off variance,Spectral contrast average,Spectral contrast variance,Spectral flatness average,Spectral flatness variance,Zero crossing rate average,Zero crossing rate variance,Genre
hiphop91_6,0.39080854654885744,0.35320106771599513,-0.2955733972679738,0.5136575036433013,0.15408547706964001,0.14096873489151293,-0.07722355107713023,0.4164472088991758,0.015803278359661523,0.44649382114815495,0.7038762955214257,-0.417704602623747,-0.4076889170953566,0.697145154911119,0.37029433407374335,hiphop
hiphop91_7,0.39080854654885744,0.3978284991346115,-0.3098219739495199,0.44689898812352663,0.09966662544354774,0.13037183524518478,-0.06577267084781874,0.4200477799376985,0.028133301743866735,0.4627868419326048,0.7685533468729328,-0.4136305311091263,-0.40156913739100875,0.6151285058433693,0.3656029986501375,hiphop
hiphop92_0,-0.3577784852109487,0.6308434051940532,0.032224817454079825,-0.04151626883460879,-0.19514246359833473,0.719014682288651,0.56339552745452,0.4782923114432313,0.3715396940761106,0.8883702391452901,0.9308608995717155,-0.5484351839544719,-0.4157268016904928,-0.8198321405476408,-0.6242359628811239,hiphop
hiphop92_1,0.8972056562687253,0.7155001669845876,0.014818482451082884,-0.09889722844948265,-0.20236074312843466,0.611165548611609,0.4686122777185312,0.34718916598168237,0.4521334724548559,0.862718306286118,0.9229216042157206,-0.54215391468209,-0.41658066649938386,-0.7930444446827711,-0.5902248114869427,hiphop
hiphop92_2,-0.3577784852109487,0.6924860359283862,-0.15020042672715975,0.18167251566337578,-0.16063827825268545,0.7355679493041948,0.4561836561874918,0.6746293321909845,0.34374925382764243,0.7416768553368347,0.9250647252105295,-0.4523007431195188,-0.4061268890478587,-0.5294667458642329,-0.4811383206558986,hiphop
hiphop92_3,-0.3577784852109487,0.7065858719784776,-0.3639773029531978,0.33493164581190954,0.10201153631532703,0.7549111694991268,0.6124204023091901,0.8370786255173328,0.6396260062711678,0.9490837771355437,1.0942901625906982,-0.389488670544862,-0.3930906710457503,-0.28308608636635146,-0.26553678296824434,hiphop
hiphop92_4,-1.5081806149006505,0.7527991465847803,-0.10585819870449302,-0.06743971741870242,-0.2497354243820152,0.7341477773431357,0.5561091278837968,0.5051906950839736,0.40647469138868314,0.81540369198711,0.8360754773712797,-0.5589892331787488,-0.4180204951040169,-0.7576582291575723,-0.5882831197457805,hiphop
hiphop92_5,-0.3577784852109487,0.5785389179883844,-0.057061804209264315,0.1087337108872937,-0.07896194897904078,0.8583840372489469,0.6477275059768022,0.701315917535339,0.5291510658704257,0.7860647460515655,0.881703327610378,-0.5141331994733853,-0.41260633069114916,-0.7622882012823647,-0.5079669060363451,hiphop
hiphop92_6,-0.3577784852109487,0.7019111063139415,-0.0967735911816228,0.13586221229183904,0.027492193510717838,0.9427195285376092,0.8501847514549052,0.82013476180663,0.7133125633477455,0.7227391054407531,0.9226102042618851,-0.5114995368251024,-0.40520055817746287,-0.7434376004885674,-0.5238354567922614,hiphop
hiphop92_7,-0.3577784852109487,0.6401943393600259,-0.2506553139435532,0.18315092352466308,-0.146738258750596,0.8349707075815548,0.5787829018867278,0.8402555999630877,0.4655188094918978,1.0115426745309313,1.023102531430073,-0.4985192290787973,-0.41869252020282965,-0.6134676686997514,-0.5974241519670377,hiphop
hiphop93_0,-0.8845619520048862,0.07829704989468839,0.08784188505015701,1.2491888127497128,1.0163472755028387,0.8168472460002497,0.6282306948605046,1.202854283372098,0.799001077279466,0.6449550289285176,0.8800996646965399,-0.11386291276337225,-0.34766346092320255,1.0172746561110504,0.9555217894194049,hiphop
hiphop93_1,-0.19615173971735408,0.07873764780496997,0.15433971667816665,1.0929227021974468,0.7438486937055979,0.7970679106363154,0.5303496861858836,1.1274540898594752,0.6396034576842405,0.9148938218182185,0.9440377556543341,-0.21444734734428797,-0.3637389432619614,0.7745318318540778,0.49877769751788326,hiphop
hiphop93_2,-0.19615173971735408,-0.19034291755531588,0.3060746276956817,1.5142775648931253,1.218202267751198,0.777023290040456,0.5768891698155754,1.2168329709334291,0.8065523404820754,1.2175924528099527,1.3196678467803218,0.03479794537078724,-0.2963732609209668,1.6730771363584307,1.3999675620509284,hiphop
hiphop93_3,-0.19615173971735408,-0.5329615235470598,0.5939527470750043,1.5644341490900713,1.5446101257563205,0.6637106124726577,0.40476973144732414,1.2026424850757165,0.7925657879403869,1.4039475979553018,1.3808147132756683,0.16183355505739577,-0.23074758580350702,1.9009379073571389,2.1741673243978585,hiphop
hiphop93_4,-0.19615173971735408,-0.6678501976632701,0.4059214434152206,1.5313183866395563,1.2750034645058401,0.740913462563672,0.4777572836961084,1.2204335419719512,0.7595755737378832,1.3081518983566507,1.3466727633845588,0.06317739957740375,-0.2876529196740542,1.6505887003237216,1.6426332036995948,hiphop
hiphop93_5,-0.19615173971735408,-0.262164248333779,0.2890190754294118,1.3506939972693728,1.4437439565677106,0.8863098548834849,0.6570587197001225,1.2331414397549756,0.891896241778882,0.9752813931204566,1.158371593491501,-0.07914183735188636,-0.29454331119392985,1.119134042856483,1.5887302131696148,hiphop
hiphop93_6,-0.19615173971735408,-0.10786096596755795,0.3161713391613488,0.9850697033982931,0.8391280002585771,0.7662679759340604,0.6016282373887626,1.0251555127061196,0.6885355400279712,0.7448066903495154,0.8583609720871989,-0.25488757591475275,-0.3600912456530056,0.4964027920719078,0.535496098140812,hiphop
hiphop93_7,-0.19615173971735408,0.0012229796151611455,0.36222546695366575,1.1056619521029019,0.8578439382787787,0.8389467953744334,0.5594753963872768,1.1185585614113618,0.6369980534368956,0.6800569884278871,0.7599663035812358,-0.16160783862166345,-0.3343440523014099,0.553285306747929,0.4770432649411756,hiphop
hiphop94_0,0.8972056562687253,0.4106845224373199,0.12714729322908674,-0.5865956247727759,-0.5994845263067566,-0.26240012156386705,-0.3677172435946371,-0.46484550235367766,-0.5135788791233704,0.5626595888378791,0.5810326416831189,-0.5969889948241538,-0.41817049970350856,-0.8730768199827529,-0.6414718386810736,hiphop
hiphop94_1,0.8972056562687253,0.5876265493753883,0.17534657138630894,-0.5012797248662612,-0.44370856492826966,-0.04865606244487581,-0.10275754032045512,-0.3324715671138232,-0.23290290018531154,0.6847304232622935,0.7575758846489286,-0.6136625351813697,-0.4274928327862504,-0.8466198364125114,-0.6293125047513395,hiphop
hiphop94_2,-0.7680617622331501,0.6143569611755307,0.019019008839212967,-0.39611444631552784,-0.4217393701603723,0.12227995035720328,0.00366349121722735,-0.09208050071825032,-0.15436281029408475,0.7291205492635607,0.7707790161655631,-0.6274483586336813,-0.4290709484659417,-0.9841961509777708,-0.5959532928421597,hiphop
hiphop94_3,-0.7680617622331501,0.7724315857458561,0.3198911961158338,-0.8108236284179501,-0.7658308343676568,-0.18788073196230806,-0.2487323992662629,-0.538974906087996,-0.46283850409265953,0.759798656652759,0.6884503073153203,-0.6986931643141954,-0.4355819667467505,-1.2838214899107638,-0.8726396438342869,hiphop
hiphop94_4,0.8972056562687253,0.7863714574447632,0.09624696250518591,-0.6533345981072215,-0.7359413355775833,-0.07681428421029994,-0.2196061899219259,-0.3358603398559643,-0.4748024029384803,0.7400211884092882,0.8633730541946097,-0.6906806265835682,-0.43589937676239665,-1.225285413761603,-0.8720218537970486,hiphop
hiphop94_5,-0.7680617622331501,0.7290294870734944,0.18149278181611816,-0.3779811326945656,-0.4776224445788489,0.2230607860992214,0.07032631752923017,0.05639010504677061,-0.04506042308327629,0.7666868910961705,0.8013304237418303,-0.6570156676169366,-0.43282932540150376,-1.0529843082604007,-0.7749301949338553,hiphop
hiphop94_6,0.6299405150276839,0.7933872683338539,-0.07456852231044467,-0.4282473809293154,-0.5365197425345205,0.15548782098067607,-0.025590437291322397,-0.058192773296847675,-0.20864960327179988,0.7276460692634056,0.823946860210308,-0.6340715576409747,-0.4297981120166722,-1.0252044755116458,-0.7049560785155681,hiphop
hiphop94_7,0.8972056562687253,0.7645107719389905,0.2775563203398307,-0.9238853590284386,-0.8311242774870016,-0.28322747483838856,-0.3132267785985994,-0.6103509319693265,-0.43903577392239074,0.5022625842074107,0.5630919512943507,-0.7041559604512748,-0.43551947831709564,-1.3747673709334718,-0.9014700881502115,hiphop
hiphop95_0,-0.3577784852109487,0.5780663546870622,-0.7216107319253947,1.1298380826236973,0.6356773157964768,0.28119185023345067,-0.03501952977755502,0.8055206793561531,0.2588292533725377,0.41608108385006737,0.9370640685494063,-0.10258254358356753,-0.3655839615900285,1.7349203354538734,0.9542791007655061,hiphop
hiphop95_1,-0.3577784852109487,0.28897290520698676,-0.5128619935088891,0.8297887278012547,0.4629158661991418,0.20741494112178452,0.021131056277929734,0.6680635850030902,0.27891831711409676,0.4025788100055833,0.8484116788628394,-0.13311741343399106,-0.3429768014600971,1.1326932469362314,0.6667608512635278,hiphop
hiphop95_2,-0.3577784852109487,0.41687729330139056,-0.621680910186318,0.8473275950867225,0.5272502189178696,0.16342440658608404,-0.051083034669147695,0.6282455052829401,0.24541970968741325,0.3169075997572997,0.7967252674503259,-0.15135054206359191,-0.3507681134448675,1.2110720607630765,0.7062526527868009,hiphop
hiphop95_3,-0.3577784852109487,0.3090089974202926,-0.6063162997496887,1.0618251300005461,0.4976788879072303,0.2926479874744205,-0.03527210237330358,0.7957779577225015,0.24003704668009113,0.30303098954174734,0.7705590560056726,-0.03850574218974139,-0.3411207302500452,1.4276886137444338,0.645460243793351,hiphop
hiphop95_4,-0.3577784852109487,0.2623668371828072,-0.4021929622573718,0.8511473950109923,0.43427594335544306,0.251544243340198,0.04713125784765006,0.6826776674535671,0.2515062179370266,0.24165819943428524,0.6143128535367125,-0.1421387706716556,-0.3641183840872141,1.051999447046995,0.49089927630043334,hiphop
hiphop95_5,-0.3577784852109487,0.43925116158314104,-0.5798413945363383,0.8580053191394001,0.6064346766750298,0.3794204967591085,0.17587832631651854,0.7682441791926106,0.41411113365112173,0.47201449131987844,0.8184366886749274,-0.11261722395164579,-0.2998632024137642,1.0252117511821226,0.6598994912243387,hiphop
hiphop95_6,-0.3577784852109487,0.35915185385955606,-0.5522823241974276,0.960897941331062,0.5234267708749618,0.37292164219524754,0.10723130000946965,0.8008611168357095,0.3303487313919319,0.1438929473688623,0.6238463429323052,-0.09853897881164825,-0.3548874630371255,1.1879222001391152,0.610896790306375,hiphop
hiphop95_7,-0.3577784852109487,0.24375887203155727,-0.46039304917041984,0.687436144209637,0.26926390979679743,0.16663829334354016,-0.07762120661333397,0.5570812776979938,0.11677771612482928,0.15919597536959407,0.44919194623557135,-0.18627797344954214,-0.35861294932140186,0.889619710384633,0.370827373369393,hiphop
hiphop96_0,-0.5059363352467436,0.2458417328852265,-0.10288586503281752,-0.5438034569809933,-0.6478742566855897,-0.6007878470180702,-0.7097715485265126,-0.5542243834276277,-0.7038721427300275,0.24005745401935144,0.2830535509125766,-0.5940681653568434,-0.4241984147196213,-0.4772142033130054,-0.5554231560852234,hiphop
hiphop96_1,-0.5059363352467436,0.18276188338077928,-0.01588348193517716,-0.5366710052812227,-0.6491756149359116,-0.5358632084773703,-0.6346611737292225,-0.5294439827507271,-0.6764692017254179,0.23630625086228485,0.29811348076939326,-0.585423259042685,-0.42502567680818404,-0.530128170453489,-0.6139806154642287,hiphop
hiphop96_2,-0.5059363352467436,0.34993743454088616,-0.18427091730710582,-0.5335862119902252,-0.633566052932175,-0.6463688518897645,-0.675053587246625,-0.5190658662279225,-0.6493975871457536,0.29766192163175254,0.4235235729972542,-0.6307053344755021,-0.4294312370025464,-0.4203316886369845,-0.5398412986846309,hiphop
hiphop96_3,-0.5059363352467436,0.22656508661020988,-0.08918974063270885,-0.5755773361349117,-0.7445732651271278,-0.7058992327858804,-0.8073582302301858,-0.6018790001139747,-0.8209730380925315,0.382440910074073,0.41731117985996097,-0.6442359769943874,-0.43213292704136413,-0.46960782053655964,-0.6072420371957318,hiphop
hiphop96_4,-0.5059363352467436,0.2661853277587169,-0.17290810638631185,-0.4782316369225076,-0.6906207641879692,-0.6382865791055277,-0.7292389528682037,-0.5165242866713177,-0.7513632719110271,0.26852638110348115,0.3933933524298858,-0.6259312744894969,-0.4315116012308247,-0.4243002361725202,-0.6000447026068287,hiphop
hiphop96_5,-1.0934588440093786,0.3017525136706735,-0.1029961838773916,-0.5925541670380509,-0.70075215326483,-0.6446856789652334,-0.6967566707834233,-0.5910772869984031,-0.7392631905815079,0.20190828201298563,0.30841845457897366,-0.6330650865873978,-0.43126520794689743,-0.5737821933443884,-0.6233592319900886,hiphop
hiphop96_6,-0.5059363352467436,0.1508986109299708,-0.13751233188838916,-0.6410338618921984,-0.710149987825734,-0.7758331155066948,-0.8210772332803199,-0.6588527418412087,-0.7881490328013441,0.5009709862165102,0.41786796655756087,-0.6333044836155316,-0.42798991059199876,-0.4600171639923478,-0.5941981175745998,hiphop
hiphop96_7,-1.1874624454114002,0.14443084028766434,-0.12427678683366157,-0.5812614104870398,-0.700098602742267,-0.7363284515741779,-0.8153761221065661,-0.6188228638246766,-0.7861806717069575,0.3121072111809332,0.42910786268802836,-0.618032582816215,-0.4257432383407442,-0.45108793203739117,-0.582585187530995,hiphop
hiphop97_0,0.8972056562687253,0.5069260292007358,-0.44126819805115197,0.34039369824097576,0.030447173820279783,0.6377647466650573,0.4211940635044323,0.7159299999858199,0.36484069492860105,0.6199994868678047,0.91961278996364,-0.42247442016177766,-0.40820796524447567,-0.1799038504424097,-0.3573704221686165,hiphop
hiphop97_1,-0.3577784852109487,0.6695238658479119,-0.3704716875416648,0.12365851596240968,-0.1593647578558172,0.582339817084242,0.4396041608486299,0.585885846006185,0.2827376106030033,0.4680990312535702,0.8023428736154663,-0.5108954526377327,-0.4175739529442836,-0.5059861729456439,-0.49044051652403753,hiphop
hiphop97_2,0.8972056562687253,0.3689018028508523,-0.358950975328748,0.05239793622722706,-0.18707380967976694,0.46923743226057313,0.24504912132651235,0.5077322746405782,0.13686199319601633,0.7107772849668811,0.9149149585861959,-0.5149923862001968,-0.4177951361917381,-0.478206340196889,-0.4248688671208744,hiphop
hiphop97_3,0.8972056562687253,0.6657429193117138,-0.48736349190437583,0.2893880852572272,-0.06729803812862858,0.7119340818821723,0.4489399722718513,0.7773515059371082,0.30587777013220246,0.7570294917810663,1.0263677617227258,-0.46924423923253195,-0.4094367247465544,-0.32012586336469023,-0.4216160047537086,hiphop
hiphop97_4,0.8972056562687253,0.5976056868225219,-0.42201909199640625,0.2918167835808355,-0.14103244365246104,0.6910369122333857,0.4879845185466133,0.7849762446069265,0.3425860336757557,0.7291096872558365,1.0068765935445023,-0.48937784369420845,-0.4205200200025205,-0.33798432727460664,-0.5205487381781566,hiphop
hiphop97_5,0.8972056562687253,0.5456814795969872,-0.4115304117576461,0.313355459773627,-0.004052434356320841,0.6723850999210366,0.4531538657677235,0.7436755768120901,0.36432527175057633,0.6356358878737578,0.9413427831835167,-0.43631813776184114,-0.4026177981213426,-0.3832919116386442,-0.40918946647768406,hiphop
hiphop97_6,0.8972056562687253,0.11310394170788475,-0.43411673597412276,1.4347208459303116,1.016255625924636,0.7550196310123749,0.49699446712946255,1.2206453402683333,0.7311280038899265,0.5040815395424113,0.9544850184882888,-0.013351826943785299,-0.33737938036727977,1.6267774151105066,1.45160648742897,hiphop
hiphop97_7,-0.19615173971735408,0.09606987218776954,-0.47744826416731184,1.5645512531213708,1.2242938400410253,0.7388742547105189,0.48616784762201826,1.2553802608752749,0.8241833147439055,0.5778162718497113,0.9574552558635945,0.17006222193330744,-0.31672856266964916,1.9793167211839815,1.3667336862382584,hiphop
hiphop98_0,-0.5059363352467436,0.4095292601033718,-0.08608721312565346,0.429684650673798,0.14237324868319537,0.3419440353836362,0.0662991089853919,0.5636470248858932,0.13879441363933762,0.32554712743098596,0.6921501629622018,-0.429996292959175,-0.3956239377863539,-0.1458404840957206,-0.024226323873921304,hiphop
hiphop98_1,-0.5059363352467436,0.5543534539313796,-0.1540345790302908,0.35329441617306667,0.1592726840338593,0.3341403812357086,0.09540099908420764,0.5096384593080312,0.14567074972041494,0.3782388249722197,0.732806155547888,-0.5160480786446359,-0.41158728632406094,-0.31516517894527146,-0.01701418731477427,hiphop
hiphop98_2,-0.5059363352467436,0.4100121973094696,-0.23586053555432993,0.4382977423207498,0.2143595115172101,0.3011528598785039,0.08363785272837782,0.5651296129605797,0.2172776880256439,0.17850859764103205,0.5638124664595566,-0.38406151401987837,-0.38620042769939983,-0.0198390998424415,0.170446262737742,hiphop
hiphop98_3,-0.5059363352467436,0.4456367276471307,-0.21534995966537998,0.5054996284680117,0.17270334610654317,0.29226638305367886,0.07672189608580476,0.5640706214786604,0.1716257895423223,0.6878777198182073,0.8440145622574295,-0.4231305187046448,-0.39446752200196716,0.1134379548926521,0.02948624753040976,hiphop
hiphop98_4,-0.5059363352467436,0.6996329617114746,-0.40306126299097383,0.3386744204110404,0.1026990019119653,0.26718966045296205,0.03182019532983157,0.47765691655408327,0.101519373212833,0.7813165237670184,1.0771514862568397,-0.45418114520714986,-0.40115524054798407,-0.03174474244905212,-0.047343864246508646,hiphop
hiphop98_5,-0.5059363352467436,0.4033295304008496,-0.24652019164180927,0.31510502970956583,0.21774410545050882,0.2051955115647139,0.038765090387292894,0.43381466920264394,0.17528405025112934,0.49899260930894107,0.815699179203947,-0.43422789832968883,-0.39293606238255724,-0.07176093009904241,0.11335157610429644,hiphop
hiphop98_6,-0.5059363352467436,0.42878519546292554,-0.3487933089256905,0.39241108008817255,0.04434381343624615,0.18385959278932357,-0.016178065570423693,0.4547827005446342,0.05620485573777535,0.6441553770589846,0.84533149427405,-0.3969142615849095,-0.4011951199008532,0.2572978030558442,-0.023215889431829086,hiphop
hiphop98_7,-0.5059363352467436,0.6271961233166802,-0.3228271290582757,0.11882993713857407,0.002130308564025084,0.22169345344390862,0.017829120421901275,0.32897451249267934,0.0921088492299176,0.7292076409520835,1.002808518019223,-0.4579555744222144,-0.3654001138406983,-0.26985759458123176,-0.06706042952034251,hiphop
hiphop99_0,-0.5059363352467436,-0.4805091165853072,-0.34219145159497705,-0.4224493919286826,-0.1935257664927305,-0.6678062290809963,-0.6117826176528643,-0.5934070682586238,-0.39522811908758454,0.6857787447487463,0.7408192676961152,-0.5177676133664492,-0.3853513858456958,-0.13988766279241666,-0.04182694288959432,hiphop
hiphop99_1,-0.5059363352467436,-0.776505050029986,0.15760817206692568,-0.5028407013258129,-0.2720995078962117,-0.6397071231246372,-0.6157548816572455,-0.6427560713160425,-0.4696600037292932,0.9457910239204584,0.9935522650620309,-0.5455360965542694,-0.37590724918991536,-0.38064621328162024,-0.05271932823235511,hiphop
hiphop99_2,-0.5059363352467436,-0.9849149323936047,0.06436477182222818,-0.431122816378289,-0.3276582065281936,-0.6022436548324864,-0.6700549339120693,-0.5349507384567059,-0.5394950521826362,1.0204204124308254,0.9971333354176088,-0.5974958081788273,-0.4109689913407952,-0.40081966325393087,-0.13484962175171528,hiphop
hiphop99_3,-0.5059363352467436,-0.9507478280791422,0.04807425381162088,-0.09542035109618455,0.27152561661617564,-0.6022584513445941,-0.6680374364647403,-0.40363579469876903,-0.2422144536853609,0.8830210507787888,0.83141127626445,-0.38606100212096606,-0.34640153259106365,0.3168260160888881,0.8300406300640284,hiphop
hiphop99_4,-0.5059363352467436,-0.9094779544230821,0.12744743906079736,-0.26651590316115004,-0.17411019651621712,-0.3806236893979214,-0.4926664215504246,-0.37186605024120467,-0.3616347464753399,1.2443925711361792,1.24034004016207,-0.4952307208787717,-0.3581748537946682,-0.15410829146142088,0.21760853095577878,hiphop
hiphop99_5,-0.5059363352467436,-0.958187180172977,0.1191924826292787,-0.11411697098563771,0.17213134586856726,-0.3812821566056654,-0.32624003612871244,-0.2695674730878449,-0.07894768370169723,1.0373993716244256,0.9707198923859689,-0.44889937160892757,-0.34962000590010767,0.07143749347489363,0.3794561513510621,hiphop
hiphop99_6,-0.5059363352467436,-1.0927531781404394,0.0240785611803519,0.20287086227988826,0.5052150775687279,-0.33311180665415274,-0.3865559657187005,-0.10118782746275125,0.03653183076034775,0.7528663656063891,0.8397282108045354,-0.33661503423445344,-0.3240445852876446,0.4481187970562163,0.8981983399499245,hiphop
hiphop99_7,-0.5059363352467436,-0.7956683632178289,0.1091764177133198,-0.1482830341560792,0.017022048046609565,-0.42295795175706025,-0.4424760121720582,-0.2761332202757436,-0.23985661401169378,0.7222458242798269,0.7778363090796195,-0.4669169009557567,-0.37261122559727144,-0.02810690720814272,0.2400391254540784,hiphop
jazz0_0,-1.3578439729525642,-2.1973284835355016,1.245338297984647,-0.8102436326014132,-0.8019117436179226,-1.0445668484704713,-0.9611105087122873,-1.0508913884475597,-1.0103066297593946,-0.6995529913461783,-0.7940398269587464,-0.5677614946666035,-0.406899387802541,-0.23943206347545454,-0.5148021223023199,jazz
jazz0_1,-1.0934588440093786,-1.501195516237892,0.4310902208171782,-0.22602894872002924,-0.20594146819268944,-0.5045561836615606,-0.3655585956403964,-0.49195568429080033,-0.4545908712888817,-0.737924008929646,-0.7292569255885787,-0.13033249179172707,-0.30783396383139094,0.14022565075751936,-0.20096362151477762,jazz
jazz0_2,0.1755897749179129,-1.1009093477779044,1.2793718969738694,-1.213121044897851,-1.117627393849773,-1.2630560526326808,-1.2516273485310978,-1.3249583839681536,-1.2935022455007767,-0.8629050719566277,-1.0065810689968966,-0.6743945811333582,-0.432908736528753,-0.9289671977748919,-0.8610273300093619,jazz
jazz0_3,-0.19615173971735408,-0.9194655509822522,0.6132366616223969,-0.27328327233907385,-0.32852004258812734,-0.4176070879448221,-0.46482423226939773,-0.49640344851486046,-0.47490896041555086,-0.8084853411944711,-0.9701529392632487,0.2236347231965706,0.2598945139167949,0.09756376475050513,-0.2051947348126404,jazz
jazz0_4,-0.01913197084341754,-0.26833531302635033,-0.39483085734199125,0.051687549391998946,0.33927379182383194,0.052181146626342864,0.3462359369684129,-0.042096102771680334,0.3633910999417764,-1.179994275150624,-1.1597025084583195,0.7982605623876392,0.4563844193122361,0.18718679659470178,0.2066211399986979,jazz
jazz0_5,-0.01913197084341754,-0.5511277450776192,0.1924784756128173,-1.0776215837573477,-0.9577237914662814,-0.9231400825921374,-0.8256193551593154,-1.1826299287982618,-1.0656818372624406,-1.0579101298044988,-1.1806057195737873,-0.5543703881531703,-0.41204746650029817,-1.0037081763608233,-0.8586713156877583,jazz
jazz0_6,-0.01913197084341754,-1.650671141972871,1.7910108908874878,-1.7416396722370393,-1.1742249703457266,-1.723057055382345,-1.3269377456200857,-1.7885848547522183,-1.304820762222439,-1.646625149190532,-1.4611786870237016,-0.7008798140951381,-0.42261796918068034,-1.4885324002855125,-0.9379700187768577,jazz
jazz0_7,-0.01913197084341754,-1.894248663589119,2.7013528304294074,-1.3853248853188154,-1.1523233055544562,-1.2669400994542268,-1.2060628885051474,-1.5147296575280085,-1.3185131632223275,-1.3713708305957162,-1.2444281687559628,-0.6551436841538201,-0.4313828590094591,-1.1535208458273216,-0.9076686394020116,jazz
jazz1_0,-1.7613791697605845,-1.26694333691774,1.3513484775697788,-1.0207266996261726,-0.9379449778608077,-0.8147098785666628,-0.8083375179497158,-1.0356419111079287,-0.9713744480083911,-0.39337403071773824,-0.6996451112955541,-0.5875207905764481,-0.417059710832009,-0.8492655347695359,-0.7749990311323122,jazz
jazz1_1,0.39080854654885744,-1.0094382913460385,0.6937637808042305,-0.7129921471436024,-0.7306643417623557,-0.4515500219838979,-0.4231106565760145,-0.7217568358671873,-0.7280330017374144,-0.333072851770127,-0.6125546018252455,-0.477272812795423,-0.38776940765962303,-0.5883335343080224,-0.6900796527545309,jazz
jazz1_2,0.8972056562687253,-1.8717831787073336,1.504010901586327,-0.7240575573468785,-0.8965537357846289,-0.7301555144947998,-0.8779167802039304,-0.8814527513405462,-1.0714939778388337,0.3529742250301452,-0.31451124697119703,-0.6001006526941509,-0.4302405027326928,-0.28738534619651723,-0.6358424466809991,jazz
jazz1_3,0.6299405150276839,-0.678382838393134,0.3918942354401142,-0.6640089402491453,-0.6908899164845214,-0.3995503619431373,-0.42104893534265553,-0.6876573101494002,-0.7433016280379091,-1.5306177688049665,-1.3288914649525547,-0.27596617311417315,-0.34817047689152153,-0.7024292759546923,-0.7307877727478187,jazz
jazz1_4,-1.8165634701787756,-2.1849725644291413,2.615689503874417,-1.0407565655581579,-0.6528225741287574,-0.8307918001439232,-0.8005426244352296,-1.1438708405600333,-0.7748838593508833,-0.8609458651389279,-0.6908596395139036,-0.6209872814572175,-0.4232083798957112,-0.9302900469534013,-0.553737945491425,jazz
jazz1_5,-0.01913197084341754,-2.6070698422521885,4.325743631617595,-1.695568121906953,-1.2727919579451332,-1.1403794470333504,-0.9972370549479869,-1.8214135906917024,-1.397492692246963,-1.7865950030899067,-1.670827013888695,-0.7314391773114941,-0.43649254671455295,-1.6948968721334021,-1.0279247732316947,jazz
jazz1_6,-0.6422415572796749,-1.952004846524375,2.6140703154875395,-1.7620917360821406,-1.2931711230353284,-1.6387426553058926,-1.3849133029276162,-1.8656794346359094,-1.4561777839522172,-1.297440407876113,-1.2764277515799123,-0.7481652493001404,-0.43766138528406273,-1.5404542305421127,-0.9988007003173778,jazz
jazz1_7,0.6299405150276839,-1.8213249433736725,2.6676922599995856,-1.8034175850977927,-1.3111581531897936,-1.6802888641462375,-1.3993391557683168,-1.8779637358261672,-1.4530207741983496,-1.3291846662695967,-1.428986767774802,-0.7477136082810588,-0.43752710818932566,-1.5781554321297082,-1.0079679236215402,jazz
jazz2_0,-0.5059363352467436,-1.4551136925662533,0.7751418017672227,-1.497441020380201,-1.2204008261208197,-2.1264199420936865,-1.704891615216461,-1.4730053931404063,-1.3470952103396066,1.312631637351201,0.5310089862044158,-0.7758374660990462,-0.4379346968620421,-1.237191056368211,-0.9404823037702469,jazz
jazz2_1,-2.453153792860048,-1.7403993648003901,1.7610480371763322,-1.90658351719921,-1.362443133249195,-2.5252395199238338,-1.8487320064312553,-1.900626153539231,-1.483874797589161,0.3929294438285065,-0.11320998927020975,-0.7784279866833005,-0.43793457334711017,-1.483902428160721,-1.0108729623489032,jazz
jazz2_2,0.6299405150276839,-2.0054481720122426,1.4186583926490486,-0.7869313468301514,-0.8640508791963832,-1.7469342008093791,-1.528453964715151,-1.0858381073508805,-1.147555388515354,2.182002166819791,1.344586768772155,-0.7656976313212369,-0.4379081406042187,0.018192814039778467,-0.45886717711411223,jazz
jazz2_3,0.6299405150276839,-1.923231549114388,0.7210535980024577,-1.2106204963799696,-0.8156586023525324,-1.9044452094502027,-1.4549371771977573,-1.3082263185538363,-1.081895428372425,2.1102673364695925,1.8821867641932748,-0.7719475962404031,-0.4378571040613371,-0.807926497941032,-0.49529971826473607,jazz
jazz2_4,-0.5059363352467436,-1.7911261417915685,2.442269374306602,-1.7748888266757914,-1.2919710257367216,-2.3599611976560957,-1.8034540264985393,-1.838781050995171,-1.4519153370859486,0.6936953829733667,0.030817216549927976,-0.7710711624985767,-0.437881899846377,-1.3750980832281006,-0.9667301571133843,jazz
jazz2_5,1.1978789401648977,-1.0271534736512133,0.10387697979744309,-1.1570337800246024,-1.070280162819213,-1.9084419798047594,-1.5763116693702646,-1.337242685158412,-1.2933069055231152,1.800250296306644,1.0648568418647884,-0.7683415441429408,-0.437893214443126,-0.7011064267761814,-0.7968176604501367,jazz
jazz2_6,-0.5059363352467436,-1.0119164855265925,0.9122528723767305,-1.6928874101051157,-1.2961108645880115,-2.2851496943481506,-1.7971092113502507,-1.6581171041798186,-1.4257789286614986,1.096371563344325,0.32224763126498324,-0.7774938097451622,-0.43793105537529436,-1.306640638240097,-0.953515542532639,jazz
